この地図はどんな視点で区分されているか、アイウエで選べ【ア：平均年齢　イ：１人当たりのバイオマス発電量　ウ：標高　エ：東京から鉄道でも移動時間】？,イ,chiri_13.png
この地図はどんな視点で区分されているか、アイウエで選べ【ア：平均年齢　イ：１人当たりのバイオマス発電量　ウ：標高　エ：東京から鉄道でも移動時間】？,ウ,chiri_14.png
この地図はどんな視点で区分されているか、アイウエで選べ【ア：平均年齢　イ：１人当たりのバイオマス発電量　ウ：標高　エ：東京から鉄道でも移動時間】？,ア,chiri_15.png
この地図はどんな視点で区分されているか、アイウエで選べ【ア：平均年齢　イ：１人当たりのバイオマス発電量　ウ：標高　エ：東京から鉄道でも移動時間】？,エ,chiri_16.png
東北地方のうち、第一次産業就業者数の割合が4～8％未満の県を全て書け（、入れず続けて書け）？,宮城県福島県,chiri_17.png
近畿地方の府県は、第一次産業就業者数の割合が全て４％未満である。【正・誤】で答えよ？,誤,chiri_17.png
岡山県は、富山県よりも第一次産業就業者数の割合が高い。【正・誤】で答えよ？,正,chiri_17.png
①【　　　　】地方？,北海道,chiri_1８.png
②【　　　　】地方？,東北,chiri_1８.png
③【　　　　】地方？,関東,chiri_1８.png
④【　　　　】地方？,中部,chiri_1８.png
⑤【　　　　】地方？,近畿,chiri_1８.png
⑥【　　　　】地方？,中国四国,chiri_1８.png
⑦【　　　　】地方？,九州,chiri_1８.png
⑧【　　　　】？,北海道,chiri_1８.png
⑨【　　　　】？,青森県,chiri_1８.png
⑩【　　　　】？,岩手県,chiri_1８.png
⑪【　　　　】？,宮城県,chiri_1８.png
⑫【　　　　】？,秋田県,chiri_1８.png
⑬【　　　　】？,山形県,chiri_1８.png
⑭【　　　　】？,福島県,chiri_1８.png
⑮【　　　　】？,茨城県,chiri_1８.png
⑯【　　　　】？,栃木県,chiri_1８.png
⑰【　　　　】？,群馬県,chiri_1８.png
⑱【　　　　】？,埼玉県,chiri_1８.png
⑲【　　　　】？,千葉県,chiri_1８.png
⑳【　　　　】？,東京都,chiri_1８.png
㉑【　　　　】？,神奈川県,chiri_1８.png
