地図　①山脈は？,奥羽,IMG_1433.jpg
地図　②山脈は？,飛騨,IMG_1433.jpg
地図　③山地は？,中国,IMG_1433.jpg
地図　④山地は？,九州,IMG_1433.jpg
地図　⑤平野は？,関東,IMG_1433.jpg
地図　⑥川は？,信濃,IMG_1433.jpg
地図　⑦川は？,利根,IMG_1433.jpg
世界には、大地の変動が活発で、地震の震源や火山が帯のように分布する【問】と呼ばれる地域がある。？,変動帯
日本の産地が占める割合は、(ア)　1/3　　(イ)1/2　　(ウ)3/4？,ウ
Xの地域にある３つの山脈は、ヨーロッパの山脈にたとえ何と呼ばれている。？,日本アルプス,IMG_1433.jpg
Yの地域にある、日本列島の地形を東西に分ける巨大な溝状の地形を何というか。？,フォッサマグナ,IMG_1433.jpg
河川に水が流れ込む範囲の面積を何というか？,流域面積
地図①　海に面した平坦な地形は？,平野,IMG_1429.jpg
地図②　山に囲まれた平坦な地形は？,盆地,IMG_1429.jpg
地図③　①や②のうち、一段高い平坦な地形は？,台地,IMG_1429.jpg
地図④　川が山地から平地に流れ出た所に土砂がたまって出来た地形は？,扇状地,IMG_1429.jpg
地図⑤　川が運んだ細かい土砂が河口部を埋め立てて出来た地形？,三角州,IMG_1429.jpg




















