図の①は次のどれが入るか【阪神・京葉・瀬戸内・京浜・中京・北関東・北陸・北九州・東海】工業地帯？,京浜,chiri_07.png
図の②は次のどれが入るか【阪神・京葉・瀬戸内・京浜・中京・北関東・北陸・北九州・東海】工業地帯？,中京,chiri_07.png
図の③は次のどれが入るか【阪神・京葉・瀬戸内・京浜・中京・北関東・北陸・北九州・東海】工業地帯？,阪神,chiri_07.png
図の④は次のどれが入るか【阪神・京葉・瀬戸内・京浜・中京・北関東・北陸・北九州・東海】工業地域？,北関東,chiri_07.png
図の⑤は次のどれが入るか【阪神・京葉・瀬戸内・京浜・中京・北関東・北陸・北九州・東海】工業地域？,京葉,chiri_07.png
図の⑥は次のどれが入るか【阪神・京葉・瀬戸内・京浜・中京・北関東・北陸・北九州・東海】工業地域？,瀬戸内,chiri_07.png
図の⑦は次のどれが入るか【阪神・京葉・瀬戸内・京浜・中京・北関東・北陸・北九州・東海】工業地域？,北九州,chiri_07.png
図の⑧は次のどれが入るか【阪神・京葉・瀬戸内・京浜・中京・北関東・北陸・北九州・東海】工業地域？,北陸,chiri_07.png
図の⑨は次のどれが入るか【阪神・京葉・瀬戸内・京浜・中京・北関東・北陸・北九州・東海】工業地域？,東海,chiri_07.png
臨海型の工業地帯・地域が形成されている、図中Xを何という？,太平洋ベルト,chiri_07.png
国内で消費される食料のうち、国内でまかなえる割合を何という？,食料自給率
資料①で推移を示したABCにあてはまる食料を、次から選びたまえ【米・小麦・肉類】A？,米,chiri_08.png
資料①で推移を示したABCにあてはまる食料を、次から選びたまえ【米・小麦・肉類】B？,肉類,chiri_08.png
資料①で推移を示したABCにあてはまる食料を、次から選びたまえ【米・小麦・肉類】C？,小麦,chiri_08.png
日本が行ってきた、原料を輸入し、工業製品を造って輸出する貿易を何という？,加工貿易
日本の企業が海外に工場を移して生産するようになったことが原因で、日本国内の産業が衰退することを何という？,産業の空洞化
商業やサービス業などは第何次産業に含まれるか？,第三次産業
第三次産業にあてはまるものを、資料２のアイウから１ツ選び記号で答えよ？,ウ,chiri_09.png
インターネットの普及などによって成長している情報通信技術の事をアルファベット３字で何という？,ICT
ICTにかかわる産業が集中している東京・大阪・名古屋を中心とした大都市圏をまとめて何という？,三大都市圏
地図中の①にあてはまる語句を次から選べYO【新幹線・空港・高速交通網】？,高速交通網,chiri_10.png
地図中の②にあてはまる語句を次から選べYO【新幹線・空港・高速交通網】？,新幹線,chiri_10.png
地図中の③にあてはまる語句を次から選べYO【新幹線・空港・高速交通網】？,空港,chiri_10.png
鉄道やバスなどの路線の廃止が問題となっているのは、人口の減少が著しい、何という状態のちいきでしょうか？,過疎
近年、日本国内の貨物輸送で最も大きな割合を占めている輸送機関はどれか【自動車・船舶・鉄道】？,自動車
地図中、にある世界有数の国際空港を何という？,成田国際空港,chiri_10.png
各地からの航空路線が集まり、拠点となる空港を何という？,ハブ空港
現代の日本では、通信ケーブルや【①】を利用した【②】が張り巡らされており、パソコンやスマホなどの利用が広まったことで、職場以外で働く【③】をする人も増加した。【情報通信網・ファクシミリ・テレワーク。通信衛星】①は？,通信衛星
現代の日本では、通信ケーブルや【①】を利用した【②】が張り巡らされており、パソコンやスマホなどの利用が広まったことで、職場以外で働く【③】をする人も増加した。【情報通信網・ファクシミリ・テレワーク。通信衛星】②は？,情報通信網
現代の日本では、通信ケーブルや【①】を利用した【②】が張り巡らされており、パソコンやスマホなどの利用が広まったことで、職場以外で働く【③】をする人も増加した。【情報通信網・ファクシミリ・テレワーク。通信衛星】③は？,テレワーク
図の①にあてはまる輸出品を次から選べ【鉄鉱石・自動車・集積回路・石炭】？,集積回路,chiri_11.png
図の②にあてはまる輸出品を次から選べ【鉄鉱石・自動車・集積回路・石炭】？,自動車,chiri_12.pnｇ
資料①の輸出入品は、どのようなものが多いか、重さと金額面にふれて書きなさい？,軽くて高価な工業製品が多い,chiri_11.png
資料②から、海上輸送される輸出入品はの輸出入品は、どのようなものが多いか、重さと体積にふれて答えよ？,重くて体積が大きい原材料や工業製品が多い,chiri_12.png






